24586	Holticulture	\N	Holticulture	\N	\N	Growing vegetables mustard greens, tomatoes and cabbage	\N	Growing vegetables mustard greens, tomatoes and cabbage	\N	\N	2008-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24590	Education non Formal	\N	Education non Formal	\N	\N	Training in computer skills and Portugese	\N	Training in computer skills and Portugese	\N	\N	2005-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24592	Non formal education: computer skills	\N	Non formal education: computer skills	\N	\N	Provide training courses hadrware computer, and software	\N	Provide training courses hadrware computer, and software	\N	\N	2007-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24683	Acess to inclusive education for children with disabilities in Timor Leste	\N	Acess to inclusive education for children with disabilities in Timor Leste	\N	\N	To improve access to social economic rights for Children in Timor Leste	\N	To improve access to social economic rights for Children in Timor Leste	\N	\N	2014-09-01	2015-09-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24598	Producing and Reaping Open-pollinated varieties for Drying in Upland Communities and Environments (PRODUCE)	\N	Producing and Reaping Open-pollinated varieties for Drying in Upland Communities and Environments (PRODUCE)	\N	\N	\N	\N	\N	\N	\N	2014-08-01	2017-07-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24595	National Health Sector Strategic Plan-Support Project (NHSSP-SP)	\N	National Health Sector Strategic Plan-Support Project (NHSSP-SP)	\N	\N	To support Government of Timor-Leste to get more resources to where they are needed most to improve	\N	To support Government of Timor-Leste to get more resources to where they are needed most to improve	\N	\N	2007-12-13	2015-06-15	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24603	Capacity Building	\N	Capacity Building	\N	\N	Training for the group agriculture	\N	Training for the group agriculture	\N	\N	2014-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24605	Carpentry	\N	Carpentry	\N	\N	With a group making, chairs, frames, windows and doors	\N	With a group making, chairs, frames, windows and doors	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24620	Suku Farda Eskola	\N	Suku Farda Eskola	\N	\N	Hamutuk ho membru grupu suku farda eskola	\N	Hamutuk ho membru grupu suku farda eskola	\N	\N	2013-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24608	Water and Sanitation (Besik)	\N	Water and Sanitation (Besik)	\N	\N	\N	\N	\N	\N	\N	2014-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24609	Improve the local communitys initiatives to prevent landslides through the reforestion activities	\N	Improve the local communitys initiatives to prevent landslides through the reforestion activities	\N	\N	\N	\N	\N	\N	\N	2014-01-01	2015-03-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24610	Enhance the local community's participation in protection and conservation of the land	\N	Enhance the local community's participation in protection and conservation of the land	\N	\N	\N	\N	\N	\N	\N	2013-07-01	2015-03-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24611	Reinforcement of local rules for the protection of natural resources and reforestation	\N	Reinforcement of local rules for the protection of natural resources and reforestation	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2015-04-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24612	Together with the community in the rehabilitation of the environment by enriching the species of  plants	\N	Together with the community in the rehabilitation of the environment by enriching the species of  plants	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2015-04-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24614	Local community organization for land protection by planting trees in areas affected by landslides	\N	Local community organization for land protection by planting trees in areas affected by landslides	\N	\N	\N	\N	\N	\N	\N	2014-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24615	Reforestation to protect and improve land	\N	Reforestation to protect and improve land	\N	\N	\N	\N	\N	\N	\N	2012-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24617	Increase food production to reduce dependency on the natural resources	\N	Increase food production to reduce dependency on the natural resources	\N	\N	\N	\N	\N	\N	\N	2013-03-01	2014-03-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24618	Minimize the impact of the climate change on human life, and their livelihood, environment and the biodiversity	\N	Minimize the impact of the climate change on human life, and their livelihood, environment and the biodiversity	\N	\N	\N	\N	\N	\N	\N	2014-01-01	2016-06-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24619	Improve landscape together with the local communities in rehabilitation and protection of  the forest to create a better environment	\N	Improve landscape together with the local communities in rehabilitation and protection of  the forest to create a better environment	\N	\N	\N	\N	\N	\N	\N	2014-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24621	Craft Production Skill	\N	Craft Production Skill	\N	\N	Equipment Agriculture and Construction	\N	Equipment Agriculture and Construction	\N	\N	2003-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24622	Agriculture	\N	Agriculture	\N	\N	Maintaining local chickens	\N	Maintaining local chickens	\N	\N	2009-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24623	Stabilization Child Club	\N	Stabilization Child Club	\N	\N	Child Rights and Governance Children	\N	Child Rights and Governance Children	\N	\N	2014-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24711	Advocacy and Monotoring	\N	Advocacy and Monotoring	\N	\N	Monotoring to PNDS Program	\N	Monotoring to PNDS Program	\N	\N	2014-08-01	2014-10-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24624	Food Processing (banana and cassava chips)	\N	Food Processing (banana and cassava chips)	\N	\N	Producing banana chips and cassava chips	\N	Producing banana chips and cassava chips	\N	\N	2014-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24625	Civic Education	\N	Civic Education	\N	\N	Public information about civic education for the general community	\N	Public information about civic education for the general community	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24628	Conflict prevention	\N	Conflict prevention	\N	\N	Training for youth and make dialogue	\N	Training for youth and make dialogue	\N	\N	2015-05-01	2016-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24616	Reforestation of the deforested land to improve and increase the aesthetics of  the land	\N	Reforestation of the deforested land to improve and increase the aesthetics of  the land	\N	\N	\N	\N	\N	\N	\N	2013-07-01	2015-12-31	2016-05-16	\N	\N	\N	\N	\N	C	\N	\N	\N
24712	Life Skill Basic Education (LSBE)	\N	Life Skill Basic Education (LSBE)	\N	\N	Conflict Transformation	\N	Conflict Transformation	\N	\N	2015-05-01	2015-12-31	2016-07-04	\N	\N	\N	\N	\N	C	\N	\N	\N
24589	Fostering Gender Equality and Womens Empowerment through Community Radio	\N	Fostering Gender Equality and Womens Empowerment through Community Radio	\N	\N	Promote Social Changes through Community Radio Programs	\N	Promote Social Changes through Community Radio Programs	\N	\N	2015-01-01	2015-12-01	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24629	Violence against children in schools	\N	Violence against children in schools	\N	\N	Justice and detect violence at schools that arose during the Pre Secondary and Secondary	\N	Justice and detect violence at schools that arose during the Pre Secondary and Secondary	\N	\N	2015-05-01	2015-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24630	TLWP (Timor Leste Parlament Watch)	\N	TLWP (Timor Leste Parlament Watch)	\N	\N	Monitoring for parliamentary commission A through H in the ethics commission and	\N	Monitoring for parliamentary commission A through H in the ethics commission and	\N	\N	2015-03-01	2018-03-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24631	Improving economic returns through income generation programs and literacy programs	\N	Improving economic returns through income generation programs and literacy programs	\N	\N	Literacy class horticulture, Maintain chickens, and Making chips through a local product	\N	Literacy class horticulture, Maintain chickens, and Making chips through a local product	\N	\N	2014-07-01	2015-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24632	Improve the capacity of local leaders, to create local goverment in level local	\N	Improve the capacity of local leaders, to create local goverment in level local	\N	\N	Produce a strategic plan village, discussion community and government financial monotoring	\N	Produce a strategic plan village, discussion community and government financial monotoring	\N	\N	2015-05-01	2016-05-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24687	Education non Formal	\N	Education non Formal	\N	\N	Computer Courses (Ms. Office, Grapic Design, Multimedia, Operating Systems and Applications)	\N	Computer Courses (Ms. Office, Grapic Design, Multimedia, Operating Systems and Applications)	\N	\N	2015-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24635	Agriculture	\N	Agriculture	\N	\N	Monotoring directly to all farmers	\N	Monotoring directly to all farmers	\N	\N	2014-09-30	2017-09-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24636	Encourage youth to criticism through financial monitoring in Aileu municipality	\N	Encourage youth to criticism through financial monitoring in Aileu municipality	\N	\N	Provide training for leaders and youth organizations	\N	Provide training for leaders and youth organizations	\N	\N	2015-04-01	2015-11-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24637	Social Dialogue	\N	Social Dialogue	\N	\N	Create a dialogue with the civil society adn domestic worker to talk about minimum income	\N	Create a dialogue with the civil society adn domestic worker to talk about minimum income	\N	\N	2015-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24641	Behau Vilage Diver's Ecolodge	\N	Behau Vilage Diver's Ecolodge	\N	\N	\N	\N	\N	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	U	\N	\N	\N
24642	Ai-funan All Natural Handmade Soaps	\N	Ai-funan All Natural Handmade Soaps	\N	\N	Ai-Funan is a unique line of handmade soaps produced from local, all-natural ingredients in Timor-Leste.	\N	Ai-Funan is a unique line of handmade soaps produced from local, all-natural ingredients in Timor-Leste.	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	U	\N	\N	\N
24643	Salt of the Earth	\N	Salt of the Earth	\N	\N	Production, branding and distribution of pure sea salt	\N	Production, branding and distribution of pure sea salt	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	U	\N	\N	\N
24644	Timor-Leste, Land of Discovery 2	\N	Timor-Leste, Land of Discovery 2	\N	\N	Sequel to the book of Timor Leste photographs 'Land of Discovery'	\N	Sequel to the book of Timor Leste photographs 'Land of Discovery'	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	U	\N	\N	\N
24666	Global Climate Change Alliance Programme (GCCA-TL)	\N	Global Climate Change Alliance Programme (GCCA-TL)	\N	\N	Helping communities to cope with climate change effects through sustainable natural resource management	\N	Helping communities to cope with climate change effects through sustainable natural resource management	\N	\N	2013-12-01	2018-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24665	Civil Peace Service/ Ziviler Friendensdientst (ZFD)	\N	Civil Peace Service/ Ziviler Friendensdientst (ZFD)	\N	\N	Development programme for post conflict countries	\N	Development programme for post conflict countries	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24675	Promotion of the rights of Persons with Disabilities	\N	Promotion of the rights of Persons with Disabilities	\N	\N	\N	\N	\N	\N	\N	2013-01-01	2014-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24669	Support to Peaceful Development Through Innovative Employment Promotion	\N	Support to Peaceful Development Through Innovative Employment Promotion	\N	\N	Training for agriculture production cooperatives	\N	Training for agriculture production cooperatives	\N	\N	2013-01-01	2016-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24670	Capacity Building and Advocacy Promotion Program	\N	Capacity Building and Advocacy Promotion Program	\N	\N	Capacity building and advocacy promotion the Academics, Sports and Livelihood Program	\N	Capacity building and advocacy promotion the Academics, Sports and Livelihood Program	\N	\N	2015-01-01	2016-06-21	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24671	Student Debate	\N	Student Debate	\N	\N	Increase youth participation in national development	\N	Increase youth participation in national development	\N	\N	2007-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24676	Haktuir Aiknanoik	\N	Haktuir Aiknanoik	\N	\N	Haktuir Aiknanoik is a timorese storytelling group that tells stories in Portuguese and in Tétum.	\N	Haktuir Aiknanoik is a timorese storytelling group that tells stories in Portuguese and in Tétum.	\N	\N	\N	\N	2016-03-23	\N	\N	\N	\N	\N	U	\N	\N	\N
24677	Small Scale Organic Farming	\N	Small Scale Organic Farming	\N	\N	\N	\N	\N	\N	\N	2014-11-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24678	Increase the knowledge of the local community of the enviroment and natural disaster risk	\N	Increase the knowledge of the local community of the enviroment and natural disaster risk	\N	\N	\N	\N	\N	\N	\N	2015-04-01	2016-04-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24688	Education non Formal	\N	Education non Formal	\N	\N	Providing computer courses for youth and staff in suku Ulmera	\N	Providing computer courses for youth and staff in suku Ulmera	\N	\N	2012-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24689	Education Formal	\N	Education Formal	\N	\N	Opened a pre primary school for children in suku Ulmera	\N	Opened a pre primary school for children in suku Ulmera	\N	\N	2015-03-06	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24690	Coperative	\N	Coperative	\N	\N	Provide credit to geral Community in suku Ulmera	\N	Provide credit to geral Community in suku Ulmera	\N	\N	2013-04-05	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24728	Protesaun Be'e Matan	\N	Protesaun Be'e Matan	\N	\N	Halo Monotorizasaun ba be'e matan no kuda ai oan	\N	Halo Monotorizasaun ba be'e matan no kuda ai oan	\N	\N	2015-07-01	2018-07-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24692	Agriculture	\N	Agriculture	\N	\N	Production waste into organic fertilizer	\N	Production waste into organic fertilizer	\N	\N	2014-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24693	MAHON Program	\N	MAHON Program	\N	\N	Peventing Domestic Violence	\N	Peventing Domestic Violence	\N	\N	2012-07-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24694	Asaun Sidadania	\N	Asaun Sidadania	\N	\N	Make monotoring and advocacy	\N	Make monotoring and advocacy	\N	\N	2015-07-01	2016-03-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24695	Research	\N	Research	\N	\N	Research about Planning Community Police	\N	Research about Planning Community Police	\N	\N	2015-05-01	2015-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24721	Ba Distrito	\N	Ba Distrito	\N	\N	Access to Justice	\N	Access to Justice	\N	\N	2016-03-01	2019-09-30	2016-06-27	\N	\N	\N	\N	\N	A	\N	\N	\N
24667	Managing agro biodiversity for sustainable livelihood	\N	Managing agro biodiversity for sustainable livelihood	\N	\N	Protecting and sustainably managing biodiversity	\N	Protecting and sustainably managing biodiversity	\N	\N	2012-04-01	2016-03-01	2016-07-04	\N	\N	\N	\N	\N	C	\N	\N	\N
24640	Maubere Mountain Coffee	\N	Maubere Mountain Coffee	\N	\N	Growing and marketing Maubere coffee to an international market	\N	Growing and marketing Maubere coffee to an international market	\N	\N	\N	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24634	Campaign	\N	Campaign	\N	\N	Dissemination Information About Sustainable Agriculture concept on Food Sovereignty	\N	Dissemination Information About Sustainable Agriculture concept on Food Sovereignty	\N	\N	2015-03-01	2016-02-01	2016-08-12	\N	\N	\N	\N	\N	C	\N	\N	\N
24706	Child rights violations and human rights protection	\N	Child rights violations and human rights protection	\N	\N	\N	\N	\N	\N	\N	2005-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24709	Disaster Risk Reduction (DRR)	\N	Disaster Risk Reduction (DRR)	\N	\N	\N	\N	\N	\N	\N	2015-04-01	2017-03-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24713	Civic Education	\N	Civic Education	\N	\N	Partisipation Youth  to local development	\N	Partisipation Youth  to local development	\N	\N	2015-08-01	2014-11-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24714	Agriculture	\N	Agriculture	\N	\N	Horticulture, Conservation land and Organic farm	\N	Horticulture, Conservation land and Organic farm	\N	\N	2015-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	P	\N	\N	\N
24715	Health	\N	Health	\N	\N	Nutricion Education, HIV/Aids and reducing tobacco	\N	Nutricion Education, HIV/Aids and reducing tobacco	\N	\N	2015-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	P	\N	\N	\N
24719	Youth Training	\N	Youth Training	\N	\N	Training for rural Youth	\N	Training for rural Youth	\N	\N	2015-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24720	Joint Savings and Loans (UBSB)	\N	Joint Savings and Loans (UBSB)	\N	\N	Training for community	\N	Training for community	\N	\N	2014-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24723	Educataion non Formal	\N	Educataion non Formal	\N	\N	Provide training to communities to improve local products with good quality	\N	Provide training to communities to improve local products with good quality	\N	\N	2012-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24724	Agriculture	\N	Agriculture	\N	\N	Planting vegetables, eggplant, kale, tomatoes and chili	\N	Planting vegetables, eggplant, kale, tomatoes and chili	\N	\N	2013-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24726	Protesaun Be'e Matan	\N	Protesaun Be'e Matan	\N	\N	Teknologia konservasaun no regulamentu ba autorizasaun be'e matan	\N	Teknologia konservasaun no regulamentu ba autorizasaun be'e matan	\N	\N	2015-07-01	2018-04-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24727	Hasae Resilensia Komunidade Oecusse	\N	Hasae Resilensia Komunidade Oecusse	\N	\N	Konservasaun be'e matan	\N	Konservasaun be'e matan	\N	\N	2015-06-01	2018-05-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24729	Dezenvolvimentu Rai Enklusivu	\N	Dezenvolvimentu Rai Enklusivu	\N	\N	Koalia oinsa povu atu oferese rai ba dezenvolvimentu Oekussi	\N	Koalia oinsa povu atu oferese rai ba dezenvolvimentu Oekussi	\N	\N	2015-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	P	\N	\N	\N
24730	Domestic Worker in Timor Leste are Workers and they can access jobs with good conditions and get legal protectior	\N	Domestic Worker in Timor Leste are Workers and they can access jobs with good conditions and get legal protectior	\N	\N	NGO thet provides advocacy, training and assistance for female workers and with the aim of ensuring	\N	NGO thet provides advocacy, training and assistance for female workers and with the aim of ensuring	\N	\N	2015-07-01	2016-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24731	Nutrition and Home Garden	\N	Nutrition and Home Garden	\N	\N	\N	\N	\N	\N	\N	2015-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24733	Managing Risk of Desastre throught Economic Development (M-RED)	\N	Managing Risk of Desastre throught Economic Development (M-RED)	\N	\N	The project aims to improve resilience communities were vulnerable to increase and promote  disaster	\N	The project aims to improve resilience communities were vulnerable to increase and promote  disaster	\N	\N	2012-10-01	2016-04-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24735	Rural Development Training Center	\N	Rural Development Training Center	\N	\N	To improve the knowledge and capacities of the young women to have a good life; teach the children	\N	To improve the knowledge and capacities of the young women to have a good life; teach the children	\N	\N	2012-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24736	Programa Apoiu Polisiamentu Komunitaria (PAPK)	\N	Programa Apoiu Polisiamentu Komunitaria (PAPK)	\N	\N	Fo asistensia tekniku ba Polisiamentu Komunitaria	\N	Fo asistensia tekniku ba Polisiamentu Komunitaria	\N	\N	\N	2018-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24737	Soru Tais	\N	Soru Tais	\N	\N	Fan sasan tradisional ba hanesan pasta tais, kartera tais	\N	Fan sasan tradisional ba hanesan pasta tais, kartera tais	\N	\N	2010-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24740	Holtikultura	\N	Holtikultura	\N	\N	Hasae rendimentu kada uma kain no grupu komunidade	\N	Hasae rendimentu kada uma kain no grupu komunidade	\N	\N	2015-06-01	2016-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
1140	Education non formal Program	\N	Education non formal Program	\N	\N	Training capacity building for Youth & woman	\N	Training capacity building for Youth & woman	\N	\N	2013-11-01	2016-11-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24429	BOSS - Business Opportunities and Support Services Project	\N	BOSS - Business Opportunities and Support Services Project	\N	\N	250 - Business  and Other  Services	\N	250 - Business  and Other  Services	\N	\N	2010-09-30	2016-12-31	2016-04-12	\N	\N	\N	\N	\N	A	\N	\N	\N
23828	Rural for Development (R4D)	\N	Rural for Development (R4D)	\N	\N	Rehabilitation and maintenance of rural roads through R4D are social and economic	\N	Rehabilitation and maintenance of rural roads through R4D are social and economic	\N	\N	2013-01-01	2016-12-31	2016-04-12	\N	\N	\N	\N	\N	A	\N	\N	\N
23372	Microfinance / MFI	\N	Microfinance / MFI	\N	\N	Finance service for the Family poverty in Timor-Leste	\N	Finance service for the Family poverty in Timor-Leste	\N	\N	2000-07-01	\N	2016-04-12	\N	\N	\N	\N	\N	C	\N	\N	\N
24180	Enhancing Rural Access (ERA)	\N	Enhancing Rural Access (ERA)	\N	\N	To Substantially Inprove the Cuality of life of its people end to Reduce the incidence of poverty.	\N	To Substantially Inprove the Cuality of life of its people end to Reduce the incidence of poverty.	\N	\N	2011-09-02	2015-09-01	2016-04-12	\N	\N	\N	\N	\N	C	\N	\N	\N
23544	National Database for Humanitarian and Community Development	\N	National Database for Humanitarian and Community Development	\N	\N	Support Coordination and Communication between Civil Society, International Agencies, Donors	\N	Support Coordination and Communication between Civil Society, International Agencies, Donors	\N	\N	2015-05-01	2016-12-31	2016-04-12	\N	\N	\N	\N	\N	A	\N	\N	\N
24744	Food Security Program	\N	Food Security Program	\N	\N	\N	\N	\N	\N	\N	2016-04-01	2016-12-31	2016-04-12	\N	\N	\N	\N	\N	A	1	1	1
24725	Protesaun Labarik	Protesaun Labarik	\N	\N	\N	proteze labarik husi risku ema bo'ot hasoru labarik minoridade	proteze labarik husi risku ema bo'ot hasoru labarik minoridade	\N	\N	\N	2014-06-02	2018-12-02	2016-06-28	\N	\N	\N	\N	\N	A	1	\N	\N
24292	Production of materials for Rent	\N	Production of materials for Rent	\N	\N	Production Materials for decorating party	\N	Production Materials for decorating party	\N	\N	2014-08-25	2015-10-25	2016-04-21	\N	\N	\N	\N	\N	C	\N	\N	\N
24710	Agriculture	\N	Agriculture	\N	\N	Integrated Agroforestry	\N	Integrated Agroforestry	\N	\N	2015-06-01	2015-12-31	2016-05-16	\N	\N	\N	\N	\N	C	\N	\N	\N
24043	Dili Urban Water Supply Sector Project	\N	Dili Urban Water Supply Sector Project	\N	\N	Water and other urban infrastructure and services	\N	Water and other urban infrastructure and services	\N	\N	2011-01-31	2015-09-30	2016-07-26	\N	\N	\N	\N	\N	A	1	\N	\N
24769	Timor-Leste: Electricity System Strengthening and Sustainability Program	\N	Timor-Leste: Electricity System Strengthening and Sustainability Program	\N	\N	\N	\N	\N	\N	\N	2016-04-21	2016-08-31	2016-07-26	\N	\N	\N	\N	\N	A	1	\N	\N
24772	Timor-Leste: Multitranche Financing Facility - Electricity System Strengthening and Sustainability Program	\N	Timor-Leste: Multitranche Financing Facility - Electricity System Strengthening and Sustainability Program	\N	\N	\N	\N	\N	\N	\N	2016-07-19	\N	2016-07-26	\N	\N	\N	\N	\N	A	1	\N	\N
23919	Mobilize Social Business to Accelerate Achievement of MDGs in Timor-Leste	\N	Mobilize Social Business to Accelerate Achievement of MDGs in Timor-Leste	\N	\N	Improve coordination and networking among investors, service providers, regulatory bodies and social businesses	\N	Improve coordination and networking among investors, service providers, regulatory bodies and social businesses	\N	\N	2012-01-31	2015-12-31	2016-08-16	\N	\N	\N	\N	\N	C	1	\N	\N
24749	Responde ba moras HIV iha komunidade mane ne'ebe mak halo relasaun seksual ho mane no ema transjeneru	Responde ba moras HIV iha komunidade mane ne'ebe mak halo relasaun seksual ho mane no ema transjeneru	\N	\N	\N	Objektivu husi programa ne'ebe mak lidera husi komunidade atu hamenus vulnerabilidade no risku MSM no TG iha Sudeste Asiatiku ba infeksaun HIV no impaktu HIV iha MSM no TG nia moris. Programa ne'e sei komplimenta responde nasional liu husi haforsa organizasaun base komunitaria atu bele involve lejislador no hala'o advokasia atu bele aumenta asesu ba intervensaun komprensivu HIV.	Objektivu husi programa ne'ebe mak lidera husi komunidade atu hamenus vulnerabilidade no risku MSM no TG iha Sudeste Asiatiku ba infeksaun HIV no impaktu HIV iha MSM no TG nia moris. Programa ne'e sei komplimenta responde nasional liu husi haforsa organizasaun base komunitaria atu bele involve lejislador no hala'o advokasia atu bele aumenta asesu ba intervensaun komprensivu HIV.	\N	\N	\N	2011-10-01	2016-09-30	2016-04-27	\N	\N	\N	\N	\N	A	1	\N	\N
24751	Water and Sanitaion	\N	Water and Sanitaion	\N	\N	\N	\N	\N	\N	\N	2016-05-20	2016-05-27	2016-05-04	\N	\N	\N	\N	\N	A	\N	\N	\N
23888	Micro Credit	Mikro Kreditu	Micro Credit	\N	\N	Fo Kreditu ba Komunidade	Fo Kreditu ba Komunidade	\N	\N	\N	2013-02-01	\N	2016-05-10	\N	\N	\N	\N	\N	A	\N	3	\N
24697	Training CBO	\N	Training CBO	\N	\N	Strengthen and develop capacity CBO	\N	Strengthen and develop capacity CBO	\N	\N	2015-05-01	2015-12-31	2016-05-16	\N	\N	\N	\N	\N	C	\N	\N	\N
24753	Livelihood Programs and Children Program	\N	Livelihood Programs and Children Program	\N	\N	Development the Skill and talent of the Young Timorense Woman, and Mother to have their own income generations teach Children from neigbourhood	\N	Development the Skill and talent of the Young Timorense Woman, and Mother to have their own income generations teach Children from neigbourhood	\N	\N	2015-01-01	\N	2016-05-18	\N	\N	\N	\N	\N	A	1	\N	\N
23982	Water, Sanitation and Hygiene (Besik) in Rural Area	\N	Water, Sanitation and Hygiene (Besik) in Rural Area	\N	\N	Providing clean water, sanitation and Hygiene Promotion	\N	Providing clean water, sanitation and Hygiene Promotion	\N	\N	2015-04-01	2016-07-31	2016-05-16	\N	\N	\N	\N	\N	A	\N	\N	\N
23384	Treinamentu kona ba Avalidade Tais	Treinamentu kona ba Avalidade Tais	\N	\N	\N	Suku Farda eskola, karteira, Pasta Tais, Pasta Batik, no halo Aimoruk Tradisional	Suku Farda eskola, karteira, Pasta Tais, Pasta Batik, no halo Aimoruk Tradisional	\N	\N	\N	2008-08-01	\N	2016-05-24	\N	\N	\N	\N	\N	A	1	\N	\N
24696	Violence Prevention	\N	Violence Prevention	\N	\N	Prevent violence based on gender and human rights	\N	Prevent violence based on gender and human rights	\N	\N	2015-05-01	2015-12-31	2016-05-16	\N	\N	\N	\N	\N	C	\N	\N	\N
24754	Haforsa Agrikultura	Haforsa Agrikultura	\N	\N	\N	Programa Soberania Aihan Lokal	Programa Soberania Aihan Lokal	\N	\N	\N	2016-03-01	2016-06-30	2016-05-18	\N	\N	\N	\N	\N	A	1	\N	\N
